	phenotype	taxonomy rank level	NCBI taxon id 1	NCBI taxon id 2	pvalue Pearson	correlation coefficient Pearson	pvalue Spearman	correlation coefficient Spearman	nr. co-occurred samples	nr. samples of taxon1 only	nr. samples of taxon2 only	nr. samples of none	Odds ratio (OR) Fisher test	pvalue Fisher test	OR confidence lower	OR confidence upper	scientific name taxon1	scientific name taxon2
6578	D006262	species	28117	291644	1.05e-15	0.091188568	0.01737804	0.02709213	917	6624	167	4777	3.959447468	7.030000000000001e-73	3.339401462	4.71823633	Alistipes putredinis	Bacteroides salyersiae
6579	D006262	species	28117	301302	7.24e-24	-0.113924673	1.0400000000000001e-107	-0.246284959	1129	6412	229	4715	3.624791601	1.94e-81	3.125935858	4.21809899	Alistipes putredinis	Roseburia faecis
6580	D006262	species	28117	308994	0.00019049	-0.042802515	1.41e-19	-0.103601453	425	7116	54	4890	5.407826459	1.39e-44	4.056913086	7.335145387	Alistipes putredinis	Dialister propionicifaciens
6581	D006262	species	28117	310297	1.47e-10	-0.071962176	1.2e-77	-0.207445668	1134	6407	371	4573	2.181468665	1.81e-38	1.926506254	2.474522084	Alistipes putredinis	Bacteroides plebeius
6582	D006262	species	28117	310300	0.003739646	-0.033343876	1.12e-07	-0.060977554	66	7475	18	4926	2.41615873	0.000473144	1.415358444	4.3302022	Alistipes putredinis	Bacteroides pyogenes
6583	D006262	species	28117	341225	1.16e-26	-0.119359395	3.41e-178	-0.311062632	983	6558	422	4522	1.606140069	3.55e-15	1.422474866	1.815749782	Alistipes putredinis	[Clostridium] saccharogumia
6584	D006262	species	28117	360807	0.021837205	-0.02499674	3.67e-11	-0.072044973	2690	4851	875	4069	2.578515373	3.78e-109	2.362319819	2.816262931	Alistipes putredinis	Roseburia inulinivorans
6585	D006262	species	28117	376804	0.035378525	-0.024115948	1.4600000000000001e-27	-0.124223844	210	7331	71	4873	1.965942594	3.62e-07	1.491505057	2.617273505	Alistipes putredinis	Bacteroides barnesiae
6586	D006262	species	28117	384638	0.0075808	0.030653274	7.23e-07	-0.056851223	245	7296	46	4898	3.575216669	7.15e-19	2.594532493	5.022512491	Alistipes putredinis	[Bacteroides] pectinophilus
6587	D006262	species	28117	395922	3.76e-05	-0.047417411	1.54e-15	-0.091591228	94	7447	9	4935	6.92198252	3.2e-12	3.489856439	15.61404686	Alistipes putredinis	Coraliomargarita akajimensis
6588	D006262	species	28117	411489	3.3e-07	-0.058406246	1.05e-12	-0.081433719	216	7325	89	4855	1.608529766	0.000142293	1.247396094	2.088703659	Alistipes putredinis	Clostridium sp. L2-50
6589	D006262	species	28117	437898	2.25e-15	-0.089864943	1.12e-52	-0.172231788	801	6740	210	4734	2.678802744	2.98e-40	2.287533607	3.147731212	Alistipes putredinis	Sutterella parvirubra
6590	D006262	species	28117	446660	0.031610683	0.024597886	4.06e-12	0.07925567	428	7113	94	4850	3.104297854	3.3800000000000006e-27	2.469927662	3.935862753	Alistipes putredinis	Adlercreutzia equolifaciens
6591	D006262	species	28117	469586	1.1399999999999999e-24	0.117646705	3.89e-19	0.102661367	47	7494	5	4939	6.193637062	2.44e-06	2.472179621	19.97034112	Alistipes putredinis	Bacteroides sp. 1_1_6
6592	D006262	species	28117	469610	2.86e-43	0.155850634	1.2e-33	0.136806906	661	6880	197	4747	2.314906103	1.48e-26	1.962576368	2.739891584	Alistipes putredinis	Burkholderiales bacterium 1_1_47
6593	D006262	species	28117	502558	1.88e-10	-0.072806848	2.36e-38	-0.147377394	373	7168	98	4846	2.572970645	1.26e-18	2.047954634	3.257726508	Alistipes putredinis	Eggerthella sp. YY7918
6594	D006262	species	28117	520083	0.000163554	-0.043280499	2.94e-37	-0.145728066	147	7394	40	4904	2.437240816	1.43e-07	1.704518395	3.556212131	Alistipes putredinis	Lactobacillus sp. KLDS 1.0716
6595	D006262	species	28117	544644	4.5e-63	0.191277079	9.31e-10	0.070405107	21	7520	1	4943	13.80241383	0.000296225	2.218289441	569.5770795	Alistipes putredinis	Butyricimonas synergistica
6596	D006262	species	28117	572010	0.000256716	-0.042024665	1.39e-11	-0.077615361	101	7440	21	4923	3.182159751	1.14e-07	1.971202209	5.370602572	Alistipes putredinis	Slackia isoflavoniconvertens
6597	D006262	species	28117	574375	9.77e-15	-0.088016615	7.770000000000001e-97	-0.234533855	324	7217	169	4775	1.268430614	0.01449507	1.046012726	1.542469712	Alistipes putredinis	Bacillus gaemokensis
6598	D006262	species	28117	589436	3.05e-11	-0.075918796	6.85e-66	-0.194323294	340	7201	98	4846	2.334605577	9.73e-15	1.853717024	2.962717792	Alistipes putredinis	Prevotella fusca
6599	D006262	species	28117	626929	5.07e-88	0.225241937	2.3800000000000002e-80	0.215222747	607	6934	59	4885	7.246680968	5.83e-75	5.525177345	9.660226376	Alistipes putredinis	Bacteroides clarus
6600	D006262	species	28117	626931	0.00115163	-0.037299706	1.26e-08	-0.065261965	235	7306	51	4893	3.085708919	1.53e-15	2.265835636	4.272770877	Alistipes putredinis	Bacteroides oleiciplenus
6601	D006262	species	28117	633701	4.15e-09	-0.066937021	1.87e-91	-0.228157531	447	7094	156	4788	1.93384739	5.28e-13	1.601905341	2.34438005	Alistipes putredinis	Prevotella saccharolytica
6602	D006262	species	28117	649756	2.54e-08	-0.063163694	7.469999999999999e-24	-0.113927789	541	7000	224	4720	1.628457828	1.14e-09	1.384760149	1.91991341	Alistipes putredinis	Anaerostipes hadrus
6603	D006262	species	28117	650643	6.9e-06	-0.051394439	1.7399999999999999e-38	-0.147555787	224	7317	107	4837	1.383872554	0.006201018	1.090992851	1.764264042	Alistipes putredinis	Alistipes sp. RMA 9912
6604	D006262	species	28117	658087	7.58e-06	0.051151742	8.36e-34	0.137903832	590	6951	111	4833	3.695330329	1.09e-44	3.001819836	4.583471526	Alistipes putredinis	Lachnospiraceae bacterium 7_1_58FAA
6605	D006262	species	28117	871324	0.039374498	-0.023672262	5.18e-09	-0.067049014	122	7419	34	4910	2.374586732	3.07e-06	1.609042626	3.588984106	Alistipes putredinis	Bacteroides stercorirosoris
6606	D006262	species	28117	882211	6.04e-05	-0.046073432	1.43e-24	-0.117182774	89	7452	33	4911	1.777271015	0.005043068	1.1775606	2.741231733	Alistipes putredinis	Pseudomonas deceptionensis
6607	D006262	species	28117	908612	2.6e-08	0.063930882	1.53e-09	0.069372491	90	7451	27	4917	2.199570493	0.000188657	1.414571562	3.523949212	Alistipes putredinis	Alistipes sp. HGB5
6608	D006262	species	28117	1070699	0.000857037	0.038348481	6.57e-05	0.04590545	61	7480	13	4931	3.093026602	6.37e-05	1.678959745	6.144038502	Alistipes putredinis	Clostridiaceae bacterium JC118
6609	D006262	species	28117	1099853	1.54e-08	0.064711947	6.91e-20	0.104243448	431	7110	89	4855	3.30647315	1.34e-29	2.617972175	4.214575016	Alistipes putredinis	Coprobacter fastidiosus
6610	D006262	species	28117	1161942	9.04e-08	-0.06060725	1.77e-71	-0.200827253	1211	6330	225	4719	4.011833115	1.82e-96	3.459180951	4.670126975	Alistipes putredinis	Ruminococcus champanellensis
6611	D006262	species	28117	1288121	4.87e-22	0.110233408	1.17e-19	0.103651452	415	7126	80	4864	3.540493645	1.25e-30	2.772614161	4.568935569	Alistipes putredinis	Alistipes senegalensis
6612	D006262	species	28117	1590651	7.47e-05	-0.045489877	3.04e-17	-0.096812615	176	7365	35	4909	3.351401795	4.25e-13	2.31650838	4.97480193	Alistipes putredinis	Paenibacillus sp. VKM B-2647
6613	D006262	species	28117	1755629	0.000101526	-0.044677032	7.29e-10	-0.0707462	162	7379	23	4921	4.696789714	2.69e-16	3.018297187	7.631111202	Alistipes putredinis	Victivallis sp. MC_44
6614	D006262	species	28118	28127	0.00297376	-0.041701232	7.23e-45	-0.195486349	102	4881	89	7413	1.740449847	0.000181238	1.29374928	2.34521239	Odoribacter splanchnicus	Prevotella buccalis
6615	D006262	species	28118	28128	0.003299949	-0.041439021	5.649999999999999e-23	-0.13857552	86	4897	43	7459	3.046082556	9.79e-10	2.084672799	4.509252867	Odoribacter splanchnicus	Prevotella corporis
6616	D006262	species	28118	28129	1.72e-08	-0.078822687	1e-82	-0.264951725	153	4830	120	7382	1.948596731	6.09e-08	1.519873898	2.502771781	Odoribacter splanchnicus	Prevotella denticola
6617	D006262	species	28118	28130	0.022825809	-0.032111803	4.7299999999999995e-24	-0.142006829	60	4923	42	7460	2.164654791	0.000145395	1.432560753	3.297479395	Odoribacter splanchnicus	Prevotella disiens
6618	D006262	species	28118	29356	0.000145021	-0.053002023	1.37e-96	-0.285071068	159	4824	151	7351	1.604459399	4.74e-05	1.272115299	2.024385476	Odoribacter splanchnicus	Clostridium chartatabidum
6619	D006262	species	28118	29375	1.6e-09	-0.082287633	1.36e-190	-0.386505106	504	4479	379	7123	2.1147168	1.69e-26	1.837339779	2.435544018	Odoribacter splanchnicus	[Clostridium] xylanolyticum
6620	D006262	species	28118	29552	0.000413858	-0.049670883	5.62e-41	-0.187020659	161	4822	67	7435	3.704727055	3.4800000000000006e-21	2.762604031	5.014387602	Odoribacter splanchnicus	Acholeplasma axanthum
6621	D006262	species	28118	33953	7.75e-05	-0.055877726	4.04e-11	-0.093220574	34	4949	14	7488	3.674109939	1.99e-05	1.918173301	7.41898519	Odoribacter splanchnicus	Clostridium aminobutyricum
6622	D006262	species	28118	35517	0.00014238	-0.053626697	4.38e-22	-0.135676144	61	4922	44	7458	2.100571905	0.000186492	1.399781148	3.17454066	Odoribacter splanchnicus	[Eubacterium] brachy
6623	D006262	species	28118	36874	0.000240513	-0.051755193	2.2699999999999997e-23	-0.139788805	58	4925	47	7455	1.86782393	0.001787113	1.247172376	2.810377011	Odoribacter splanchnicus	Porphyromonas cangingivalis
6624	D006262	species	28118	38986	2.39e-08	-0.078355729	5e-38	-0.17979995	95	4888	77	7425	1.873968279	5.62e-05	1.369756045	2.570761583	Odoribacter splanchnicus	Acholeplasma palmae
6625	D006262	species	28118	39483	8.76e-11	-0.090316989	9.28e-62	-0.228295365	135	4848	157	7345	1.302709665	0.029343811	1.024206669	1.655241691	Odoribacter splanchnicus	Faecalitalea cylindroides
6626	D006262	species	28118	39488	7.31e-40	-0.15174014	5e-305	-0.4118941	2294	2689	2515	4987	1.691589591	9.939999999999999e-45	1.570712151	1.821874027	Odoribacter splanchnicus	[Eubacterium] hallii
6627	D006262	species	28118	43131	4.39e-05	-0.057579171	2.39e-28	-0.154794669	56	4927	47	7455	1.802687978	0.003247299	1.199269212	2.720561648	Odoribacter splanchnicus	Tissierella praeacuta
6628	D006262	species	28118	44742	0.00188712	-0.043900586	1.25e-10	-0.090737377	84	4899	25	7477	5.127479141	3.6e-15	3.242019436	8.377802692	Odoribacter splanchnicus	Desulfovibrio fairfieldensis
6629	D006262	species	28118	44749	1.07e-40	-0.17235467	0.0	-0.476286166	1493	3490	936	6566	3.00067319	1.4299999999999998e-126	2.736010429	3.292219242	Odoribacter splanchnicus	Sporobacter termitidis
6630	D006262	species	28118	45851	7.75e-09	-0.079158424	3.5e-65	-0.230948716	466	4517	323	7179	2.292825907	5.26e-29	1.975231129	2.663723174	Odoribacter splanchnicus	Butyrivibrio crossotus
6631	D006262	species	28118	47246	3.02e-07	-0.07140342	9.720000000000001e-58	-0.22078603	152	4831	153	7349	1.511180715	0.000460056	1.195694361	1.909813307	Odoribacter splanchnicus	[Clostridium] viride
6632	D006262	species	28118	48256	0.000117405	-0.054446853	4.94e-12	-0.097487058	25	4958	16	7486	2.359043792	0.009659147	1.20936494	4.733884496	Odoribacter splanchnicus	[Clostridium] hungatei
6633	D006262	species	28118	77098	0.003531157	-0.041162791	8.35e-19	-0.124515148	54	4929	38	7464	2.151795756	0.000363401	1.392491598	3.355251295	Odoribacter splanchnicus	Halomonas pacifica
6634	D006262	species	28118	83661	0.014531145	-0.03447362	3.13e-18	-0.122391465	48	4935	42	7460	1.727469386	0.012521768	1.115978864	2.683468174	Odoribacter splanchnicus	Desulfonispora thiosulfatigenes
6635	D006262	species	28118	83771	0.007978901	-0.037495973	6.93e-15	-0.109746796	27	4956	22	7480	1.852149989	0.039636972	1.014549452	3.416242236	Odoribacter splanchnicus	Succinivibrio dextrinosolvens
6636	D006262	species	28118	89153	0.000118375	-0.054364106	8.94e-17	-0.11715481	76	4907	26	7476	4.452885035	1.35e-12	2.814783594	7.256178906	Odoribacter splanchnicus	[Clostridium] hylemonae
6637	D006262	species	28118	100176	0.009822376	-0.036457601	1.04e-10	-0.091068312	72	4911	32	7470	3.422081414	1.87e-09	2.223383702	5.373750961	Odoribacter splanchnicus	Papillibacter cinnamivorans
6638	D006262	species	28118	100884	2.54e-05	-0.05876546	9.11e-62	-0.228548524	134	4849	146	7356	1.392260532	0.006580451	1.089762885	1.777575957	Odoribacter splanchnicus	Coprobacillus cateniformis
6639	D006262	species	28118	137732	5.39e-06	-0.064000074	9.36e-22	-0.134362871	148	4835	61	7441	3.733516369	1.2e-19	2.746171682	5.128024963	Odoribacter splanchnicus	Granulicatella elegans
6640	D006262	species	28118	169435	4.08e-16	-0.102852889	0.0	-0.458740869	1878	3105	1244	6258	3.042321955	2.49e-154	2.796391165	3.310613606	Odoribacter splanchnicus	Anaerotruncus colihominis
6641	D006262	species	28118	185293	5.43e-07	-0.07033023	9.47e-47	-0.199760837	203	4780	82	7420	3.842450308	4.28e-27	2.951009307	5.041907193	Odoribacter splanchnicus	Prevotella oryzae
6642	D006262	species	28118	185294	8.47e-05	-0.054908842	8.53e-64	-0.232499684	126	4857	136	7366	1.404991191	0.007318804	1.090681692	1.808918468	Odoribacter splanchnicus	Prevotella paludivivens
6643	D006262	species	28118	187327	9.66e-29	-0.142929753	0.0	-0.513581852	1162	3821	1014	6488	1.945745708	1.59e-44	1.770541655	2.138349265	Odoribacter splanchnicus	Acidaminococcus intestini
6644	D006262	species	28118	189722	2.46e-06	-0.066350796	3.4599999999999997e-28	-0.154272953	101	4882	51	7451	3.022243255	4.84e-11	2.133016712	4.328203737	Odoribacter splanchnicus	Prevotella marshii
6645	D006262	species	28118	216935	0.022272324	-0.03236305	0.003995626	-0.040750456	26	4957	5	7497	7.862153222	7.59e-07	2.968620177	26.23947214	Odoribacter splanchnicus	Spiroplasma culicicola
6646	D006262	species	28118	216940	0.000473111	-0.049377037	1.02e-13	-0.104848067	54	4929	25	7477	3.276279692	3.71e-07	2.000810377	5.502334886	Odoribacter splanchnicus	Spiroplasma lampyridicola
6647	D006262	species	28118	216947	0.00974375	-0.036467651	1.44e-24	-0.143647126	72	4911	40	7462	2.734785683	2.72e-07	1.829698137	4.139432877	Odoribacter splanchnicus	Spiroplasma velocicrescens
6648	D006262	species	28118	228603	1.21e-06	-0.067309963	8.78e-110	-0.301814579	269	4714	208	7294	2.001004872	1.84e-13	1.657127536	2.418746877	Odoribacter splanchnicus	Prevotella shahii
6649	D006262	species	28118	228604	0.000316998	-0.050453818	6.36e-38	-0.179023823	128	4855	107	7395	1.821963712	5.86e-06	1.394657016	2.384233839	Odoribacter splanchnicus	Prevotella salivae
6650	D006262	species	28118	234908	1.28e-06	-0.067633894	3.2699999999999995e-54	-0.214245173	174	4809	135	7367	1.97440078	4.34e-09	1.56297494	2.498301865	Odoribacter splanchnicus	Sutterella stercoricanis
6651	D006262	species	28118	239935	5.89e-36	-0.1483395	1.01e-256	-0.391424241	2244	2739	2063	5439	2.159852391	7.8199999999999995e-90	2.00151349	2.330715997	Odoribacter splanchnicus	Akkermansia muciniphila
6652	D006262	species	28118	264027	0.014000823	-0.034752323	5.93e-09	-0.082176791	50	4933	16	7486	4.741715225	3.57e-09	2.651848137	8.930521611	Odoribacter splanchnicus	Algoriphagus marincola
6653	D006262	species	28118	282402	6.07e-05	-0.05669645	3.91e-13	-0.102437335	21	4962	14	7488	2.263473112	0.023149914	1.096518933	4.816830328	Odoribacter splanchnicus	Prevotella multiformis
6654	D006262	species	28118	301302	1e-37	-0.170028422	4.97e-289	-0.457587764	720	4263	638	6864	1.817038699	5.31e-25	1.619927425	2.038350518	Odoribacter splanchnicus	Roseburia faecis
6655	D006262	species	28118	308994	1.57e-08	-0.078567731	1.88e-80	-0.259814007	297	4686	182	7320	2.548955091	3.5599999999999996e-23	2.104392815	3.094125011	Odoribacter splanchnicus	Dialister propionicifaciens
6656	D006262	species	28118	310300	0.000226499	-0.052048263	4.97e-17	-0.118051713	52	4931	32	7470	2.461554076	4.79e-05	1.55251002	3.957487267	Odoribacter splanchnicus	Bacteroides pyogenes
6657	D006262	species	28118	328813	5.84e-10	0.074101553	0.004204751	-0.034276664	3397	1586	1989	5513	5.935746199	0.0	5.48351481	6.426152761	Odoribacter splanchnicus	Alistipes onderdonkii
6658	D006262	species	28118	341225	8.969999999999999e-39	-0.17067606	0.0	-0.517487682	648	4335	757	6745	1.331844813	5.52e-07	1.189167378	1.491407822	Odoribacter splanchnicus	[Clostridium] saccharogumia
6659	D006262	species	28118	376804	0.000262744	-0.051027522	3.97e-72	-0.247372927	153	4830	128	7374	1.824743665	7.1e-07	1.429337512	2.332875784	Odoribacter splanchnicus	Bacteroides barnesiae
6660	D006262	species	28118	376806	0.008781015	-0.03698899	1.07e-15	-0.112864537	62	4921	35	7467	2.687711711	1.93e-06	1.745200469	4.19854395	Odoribacter splanchnicus	Bacteroides gallinarum
6661	D006262	species	28118	386414	0.040911433	-0.028747473	1.41e-34	-0.171216092	72	4911	75	7427	1.451746646	0.027391746	1.033649677	2.037900274	Odoribacter splanchnicus	Prevotella timonensis
6662	D006262	species	28118	395922	3.63e-05	-0.058217786	2.53e-18	-0.122719208	60	4923	43	7459	2.11403792	0.000169024	1.402858206	3.209874504	Odoribacter splanchnicus	Coraliomargarita akajimensis
6663	D006262	species	28118	437897	0.000447109	-0.049490809	2.89e-12	-0.098264614	55	4928	45	7457	1.849303785	0.002763547	1.222279593	2.810848315	Odoribacter splanchnicus	Megamonas funiformis
6664	D006262	species	28118	437898	9.050000000000001e-22	-0.13051839	2.02e-151	-0.347156259	642	4341	369	7133	2.858601435	5.22e-56	2.497101274	3.27620465	Odoribacter splanchnicus	Sutterella parvirubra
6665	D006262	species	28118	446660	5.53e-06	-0.063009193	7.94e-17	-0.115276653	313	4670	209	7293	2.338623198	5.72e-21	1.948918996	2.810570107	Odoribacter splanchnicus	Adlercreutzia equolifaciens
6666	D006262	species	28118	469610	0.00981312	-0.035318856	3.84e-15	-0.107227157	496	4487	362	7140	2.180179269	6.83e-28	1.890175772	2.516461981	Odoribacter splanchnicus	Burkholderiales bacterium 1_1_47
6667	D006262	species	28118	472113	0.04252222	-0.028681056	3.07e-08	-0.078196265	39	4944	19	7483	3.106482033	3.61e-05	1.749982715	5.699003936	Odoribacter splanchnicus	Geofilum rubicundum
6668	D006262	species	28118	487173	0.005822647	-0.038888516	1.65e-05	-0.060707817	61	4922	44	7458	2.100571905	0.000186492	1.399781148	3.17454066	Odoribacter splanchnicus	Dialister succinatiphilus
6669	D006262	species	28118	487174	1.1e-17	0.110221894	0.000225933	-0.04759216	1402	3581	1018	6484	2.493481887	1.24e-88	2.27575003	2.732726964	Odoribacter splanchnicus	Barnesiella intestinihominis
6670	D006262	species	28118	491921	0.000210705	-0.052218682	1.52e-12	-0.099486305	56	4927	49	7453	1.72865042	0.006608494	1.154916238	2.594962566	Odoribacter splanchnicus	Megamonas rupellensis
6671	D006262	species	28118	502558	1.6e-25	-0.143775508	2.24e-137	-0.335278163	232	4751	239	7263	1.48386726	2.91e-05	1.228553817	1.792052155	Odoribacter splanchnicus	Eggerthella sp. YY7918
6672	D006262	species	28118	504487	0.005519853	-0.039149472	9.99e-08	-0.075073794	57	4926	40	7462	2.158507568	0.00022973	1.413198827	3.325134728	Odoribacter splanchnicus	Jejuia pallidilutea
6673	D006262	species	28118	544644	0.000663839	0.048197604	7.53e-06	0.063376775	20	4963	2	7500	15.10940305	9.16e-07	3.667598022	133.6458228	Odoribacter splanchnicus	Butyricimonas synergistica
6674	D006262	species	28118	589436	2.7e-16	-0.113440396	7.91e-139	-0.338370896	245	4738	193	7309	1.95819647	6.82e-12	1.608897347	2.385631999	Odoribacter splanchnicus	Prevotella fusca
6675	D006262	species	28118	626931	9.29e-08	-0.074764445	1.01e-48	-0.203512238	179	4804	107	7395	2.574971688	7.77e-15	2.009378945	3.312475157	Odoribacter splanchnicus	Bacteroides oleiciplenus
6676	D006262	species	28118	626937	1.46e-13	-0.099642423	2.25e-177	-0.370077673	878	4105	494	7008	3.033948382	3.42e-81	2.695973539	3.417071026	Odoribacter splanchnicus	Christensenella minuta
6677	D006262	species	28118	633701	8.11e-10	-0.08468758	1.4e-104	-0.293323481	341	4642	262	7240	2.029871336	3.48e-17	1.715337106	2.403951713	Odoribacter splanchnicus	Prevotella saccharolytica
6678	D006262	species	28118	649724	0.00448576	-0.040119021	6.43e-08	-0.076242209	37	4946	33	7469	1.693026342	0.036668322	1.028558518	2.797713994	Odoribacter splanchnicus	Clostridium sp. ATCC BAA-442
